Bus Number,Service Date,Route/Down/NIS,Date When Service Went Down,Bus Went Down on Service Date,Expected Return Date,Specify Other Reason Here,Current Status for Down Buses,Operations Down Bus Reason 1,Operations Down Bus Reason 2,Operations Down Bus Reason 3,Down Duration,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2,Bus Status Change
3007.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3007.0,2023-08-22,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3007.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Fluids,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3007.0,2023-08-24,Not In Service,2023-08-24 00:00:00,Yes,2023-08-25 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-25,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Low Charge,Not Specified,No
3007.0,2023-08-28,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3007.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3007.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-09,Not In Service,2023-08-09 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3008.0,2023-08-10,Not In Service,2023-08-10 00:00:00,Yes,2023-08-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3008.0,2023-08-11,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-12,Not In Service,2023-08-12 00:00:00,Yes,2023-08-13 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-13,EM-LP,None,Not Specified,None,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-20 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-17,Not In Service,2023-08-17 00:00:00,Yes,2023-08-18 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3008.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3008.0,2023-08-20,Not In Service,2023-08-20 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Low Charge,Not Specified,No
3008.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3008.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-24,Not In Service,2023-08-24 00:00:00,Yes,2023-08-25 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-25,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-27,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Ignition Issues/No Start,Not Specified,No
3008.0,2023-08-28,Not In Service,2023-08-28 00:00:00,Yes,2023-08-29 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3008.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3008.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3009.0,2023-08-09,Down,2023-07-24 00:00:00,Not Specified,2023-08-08 00:00:00,Not Specified,At South Capitol,HV Light On,Not Specified,Not Specified,16.0,Down,HV Light On,Not Specified,Yes
3009.0,2023-08-10,Down,2023-07-24 00:00:00,Not Specified,2023-08-08 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),HV Light On,Not Specified,Not Specified,17.0,Down,Awaiting Proterra,Not Specified,Yes
3009.0,2023-08-11,Down,2023-07-24 00:00:00,Not Specified,2023-08-15 00:00:00,DC/DC #2,Awaiting Service/Parts (incl. Proterra),Not Specified,Not Specified,Not Specified,18.0,Down,HV Light On,Not Specified,Yes
3009.0,2023-08-13,Down,2023-07-24 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,20.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-16,Down,2023-07-24 00:00:00,Not Specified,2023-08-20 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,23.0,Down,Not Specified,Not Specified,Yes
3009.0,2023-08-17,Down,2023-07-24 00:00:00,Not Specified,2023-08-21 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,24.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-18,Down,2023-07-24 00:00:00,Yes,2023-07-24 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,25.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-19,Down,2023-07-24 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,26.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-20,Down,2023-07-24 00:00:00,Not Specified,2023-08-25 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,27.0,Down,DC/DC#2, Power Issues,Yes
3009.0,2023-08-21,Down,2023-07-24 00:00:00,Not Specified,2023-08-25 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,28.0,Down,Low Charge,Not Specified,Yes
3009.0,2023-08-22,Down,2023-07-24 00:00:00,Not Specified,2023-08-25 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),DC/DC#2,Not Specified,Not Specified,29.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-23,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,DC/DC#2,Not Specified,No
3009.0,2023-08-24,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,DC/DC#2,Not Specified,No
3009.0,2023-08-25,Down,2023-08-24 00:00:00,Yes,2023-08-26 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Brakes/Brake System,Not Specified,Not Specified,1.0,Down,DC/DC#2,Not Specified,Yes
3009.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Down,Brakes/Brake System,Not Specified,No
3009.0,2023-08-28,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3009.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3009.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3009.0,2023-09-05,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
3009.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3010.0,2023-08-09,Down,2022-07-21 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,At South Capitol,Accident Damage,Not Specified,Not Specified,384.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-10,Down,2022-07-21 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,385.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-11,Down,2023-07-21 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,21.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-13,Down,2022-07-21 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,388.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-16,Down,2022-07-21 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,391.0,Down,Not Specified,Not Specified,Yes
3010.0,2023-08-17,Down,2022-07-21 00:00:00,Not Specified,2023-08-21 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,392.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-18,Down,2022-07-21 00:00:00,Yes,2022-07-21 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,393.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-19,Down,2022-07-21 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,394.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-20,Down,2022-07-21 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,395.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-21,Down,2022-07-21 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,396.0,Down,Low Charge,Not Specified,Yes
3010.0,2023-08-22,Down,2022-07-21 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,397.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-23,Down,2022-07-21 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,398.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-24,Down,2022-07-21 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,399.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-25,Down,2022-07-21 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,400.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-27,Down,2022-07-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,402.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-28,Down,2022-07-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,403.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-29,Down,2022-07-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,404.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-08-31,Down,2022-07-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,406.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-09-05,Down,2022-07-21 00:00:00,Not Specified,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,411.0,Down,Accident Damage,Not Specified,Yes
3010.0,2023-09-10,Down,2022-07-21 00:00:00,Not Specified,2023-09-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,416.0,Down,Accident Damage,Not Specified,Yes
3011.0,2023-08-09,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-10,Not In Service,2023-08-10 00:00:00,Yes,2023-08-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
3011.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
3011.0,2023-08-12,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
3011.0,2023-08-13,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-16,Down,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,In Progress,Air Leak,Not Specified,Not Specified,0.0,Down,Not Specified,Not Specified,Yes
3011.0,2023-08-17,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
3011.0,2023-08-18,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3011.0,2023-08-19,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Awaiting Service,Not Specified,No
3011.0,2023-08-20,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
3011.0,2023-08-21,Not In Service,2023-08-21 00:00:00,Yes,2023-08-22 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-22,Not In Service,2023-08-22 00:00:00,Yes,2023-08-23 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-23,Not In Service,2023-08-23 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-24,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-25,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
3011.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Low Charge,Not Specified,No
3011.0,2023-08-28,Not In Service,2023-08-28 00:00:00,Yes,2023-08-29 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-08-29,Not In Service,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
3011.0,2023-08-31,Not In Service,2023-08-31 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3011.0,2023-09-10,Not In Service,2023-09-10 00:00:00,Not Specified,2023-09-11 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-09,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-10,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
3012.0,2023-08-12,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-13,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,At South Capitol,Low Charge,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
3012.0,2023-08-17,Down,2023-08-17 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
